Codigo;provincia;es-ES;us-EN;gl-ES
6511;43;Porrera;Porrera;Porrera
6512;43;Pradell de la Teixeta;Pradell de la Teixeta;Pradell de la Teixeta
6513;43;Prades;Prades;Prades
6514;43;Prat de Comte;Prat de Comte;Prat de Comte
6515;43;Pratdip;Pratdip;Pratdip
6516;43;Puigpelat;Puigpelat;Puigpelat
6517;43;Querol;Querol;Querol
6518;43;Rasquera;Rasquera;Rasquera
6519;43;Renau;Renau;Renau
6520;43;Reus;Reus;Reus
6521;43;Riba;Riba;Riba
6522;43;Riba-roja d Ebre;Riba-roja d Ebre;Riba-roja d Ebre
6523;43;Riera de Gaià;Riera de Gaià;Riera de Gaià
6524;43;Riudecanyes;Riudecanyes;Riudecanyes
6525;43;Riudecols;Riudecols;Riudecols
6526;43;Riudoms;Riudoms;Riudoms
6527;43;Rocafort de Queralt;Rocafort de Queralt;Rocafort de Queralt
6528;43;Roda de Barà;Roda de Barà;Roda de Barà
6529;43;Rodonyà;Rodonyà;Rodonyà
6530;43;Roquetes;Roquetes;Roquetes
6531;43;Rourell;Rourell;Rourell
6532;43;Salomó;Salomó;Salomó
6533;43;Salou;Salou;Salou
6534;43;Sant Carles de la Ràpita;Sant Carles de la Ràpita;Sant Carles de la Ràpita
6535;43;Sant Jaume dels Domenys;Sant Jaume dels Domenys;Sant Jaume dels Domenys
6536;43;Sant Jaume d Enveja;Sant Jaume d Enveja;Sant Jaume d Enveja
6537;43;Santa Bàrbara;Santa Bàrbara;Santa Bàrbara
6538;43;Santa Coloma de Queralt;Santa Coloma de Queralt;Santa Coloma de Queralt
6539;43;Santa Oliva;Santa Oliva;Santa Oliva
6540;43;Sarral;Sarral;Sarral
6541;43;Savallà del Comtat;Savallà del Comtat;Savallà del Comtat
6542;43;Secuita;Secuita;Secuita
6543;43;Selva del Camp;Selva del Camp;Selva del Camp
6544;43;Senan;Senan;Senan
6545;43;Sénia;Sénia;Sénia
6546;43;Solivella;Solivella;Solivella
6547;43;Tarragona;Tarragona;Tarragona
6548;43;Tivenys;Tivenys;Tivenys
6549;43;Tivissa;Tivissa;Tivissa
6550;43;Torre de Fontaubella;Torre de Fontaubella;Torre de Fontaubella
6551;43;Torre de l Espanyol;Torre de l Espanyol;Torre de l Espanyol
6552;43;Torredembarra;Torredembarra;Torredembarra
6553;43;Torroja del Priorat;Torroja del Priorat;Torroja del Priorat
6554;43;Tortosa;Tortosa;Tortosa
6555;43;Ulldecona;Ulldecona;Ulldecona
6556;43;Ulldemolins;Ulldemolins;Ulldemolins
6557;43;Vallclara;Vallclara;Vallclara
6558;43;Vallfogona de Riucorb;Vallfogona de Riucorb;Vallfogona de Riucorb
6559;43;Vallmoll;Vallmoll;Vallmoll
6560;43;Valls;Valls;Valls
6561;43;Vandellós i l Hospitalet de l Infant;Vandellós i l Hospitalet de l Infant;Vandellós i l Hospitalet de l Infant
6562;43;Vendrell;Vendrell;Vendrell
6563;43;Vespella de Gaià;Vespella de Gaià;Vespella de Gaià
6564;43;Vilabella;Vilabella;Vilabella
6565;43;Vilalba dels Arcs;Vilalba dels Arcs;Vilalba dels Arcs
6566;43;Vilallonga del Camp;Vilallonga del Camp;Vilallonga del Camp
6567;43;Vilanova de Prades;Vilanova de Prades;Vilanova de Prades
6568;43;Vilanova d Escornalbou;Vilanova d Escornalbou;Vilanova d Escornalbou
6569;43;Vilaplana;Vilaplana;Vilaplana
6570;43;Vila-rodona;Vila-rodona;Vila-rodona
6571;43;Vila-seca;Vila-seca;Vila-seca
6572;43;Vilaverd;Vilaverd;Vilaverd
6573;43;Vilella Alta;Vilella Alta;Vilella Alta
6574;43;Vilella Baixa;Vilella Baixa;Vilella Baixa
6575;43;Vimbodí i Poblet;Vimbodí i Poblet;Vimbodí i Poblet
6576;43;Vinebre;Vinebre;Vinebre
6577;43;Vinyols i els Arcs;Vinyols i els Arcs;Vinyols i els Arcs
6578;43;Xerta;Xerta;Xerta
6580;44;Ababuj;Ababuj;Ababuj
6581;44;Abejuela;Abejuela;Abejuela
6582;44;Aguatón;Aguatón;Aguatón
6583;44;Aguaviva;Aguaviva;Aguaviva
6584;44;Aguilar del Alfambra;Aguilar del Alfambra;Aguilar del Alfambra
6585;44;Alacón;Alacón;Alacón
6586;44;Alba;Alba;Alba
6587;44;Albalate del Arzobispo;Albalate del Arzobispo;Albalate del Arzobispo
6588;44;Albarracín;Albarracín;Albarracín
6589;44;Albentosa;Albentosa;Albentosa
6590;44;Alcaine;Alcaine;Alcaine
6591;44;Alcalá de la Selva;Alcalá de la Selva;Alcalá de la Selva
6592;44;Alcañiz;Alcañiz;Alcañiz
6593;44;Alcorisa;Alcorisa;Alcorisa
6594;44;Alfambra;Alfambra;Alfambra
6595;44;Aliaga;Aliaga;Aliaga
6596;44;Allepuz;Allepuz;Allepuz
6597;44;Alloza;Alloza;Alloza
6598;44;Allueva;Allueva;Allueva
6599;44;Almohaja;Almohaja;Almohaja
6600;44;Alobras;Alobras;Alobras
6601;44;Alpeñés;Alpeñés;Alpeñés
6602;44;Anadón;Anadón;Anadón
6603;44;Andorra;Andorra;Andorra
6604;44;Arcos de las Salinas;Arcos de las Salinas;Arcos de las Salinas
6605;44;Arens de Lledó;Arens de Lledó;Arens de Lledó
6606;44;Argente;Argente;Argente
6607;44;Ariño;Ariño;Ariño
6608;44;Azaila;Azaila;Azaila
6609;44;Bádenas;Bádenas;Bádenas
6610;44;Báguena;Báguena;Báguena
6611;44;Baón;Baón;Baón
6612;44;Barrachina;Barrachina;Barrachina
6613;44;Bea;Bea;Bea
6614;44;Beceite;Beceite;Beceite
6615;44;Bello;Bello;Bello
6616;44;Belmonte de San José;Belmonte de San José;Belmonte de San José
6617;44;Berge;Berge;Berge
6618;44;Bezas;Bezas;Bezas
6619;44;Blancas;Blancas;Blancas
6620;44;Blesa;Blesa;Blesa
6621;44;Bordón;Bordón;Bordón
6622;44;Bronchales;Bronchales;Bronchales
6623;44;Bueña;Bueña;Bueña
6624;44;Burbáguena;Burbáguena;Burbáguena
6625;44;Cabra de Mora;Cabra de Mora;Cabra de Mora
6626;44;Calaceite;Calaceite;Calaceite
6627;44;Calamocha;Calamocha;Calamocha
6628;44;Calanda;Calanda;Calanda
6629;44;Calomarde;Calomarde;Calomarde
6630;44;Camañas;Camañas;Camañas
6631;44;Camarena de la Sierra;Camarena de la Sierra;Camarena de la Sierra
6632;44;Camarillas;Camarillas;Camarillas
6633;44;Caminreal;Caminreal;Caminreal
6634;44;Cantavieja;Cantavieja;Cantavieja
6635;44;Cañada de Benatanduz;Cañada de Benatanduz;Cañada de Benatanduz
6636;44;Cañada de Verich;Cañada de Verich;Cañada de Verich
6637;44;Cañada Vellida;Cañada Vellida;Cañada Vellida
6638;44;Cañizar del Olivar;Cañizar del Olivar;Cañizar del Olivar
6639;44;Cascante del Río;Cascante del Río;Cascante del Río
6640;44;Castejón de Tornos;Castejón de Tornos;Castejón de Tornos
6641;44;Castel de Cabra;Castel de Cabra;Castel de Cabra
6642;44;Castellar;Castellar;Castellar
6643;44;Castellote;Castellote;Castellote
6644;44;Castelnou;Castelnou;Castelnou
6645;44;Castelserás;Castelserás;Castelserás
6646;44;Cedrillas;Cedrillas;Cedrillas
6647;44;Celadas;Celadas;Celadas
6648;44;Cella;Cella;Cella
6649;44;Cerollera;Cerollera;Cerollera
6650;44;Codoñera;Codoñera;Codoñera
6651;44;Corbalán;Corbalán;Corbalán
6652;44;Cortes de Aragón;Cortes de Aragón;Cortes de Aragón
6653;44;Cosa;Cosa;Cosa
6654;44;Cretas;Cretas;Cretas
6655;44;Crivillén;Crivillén;Crivillén
6656;44;Cuba;Cuba;Cuba
6657;44;Cubla;Cubla;Cubla
6658;44;Cucalón;Cucalón;Cucalón
6659;44;El Cuervo;El Cuervo;El Cuervo
6660;44;Cuevas de Almudén;Cuevas de Almudén;Cuevas de Almudén
6661;44;Cuevas Labradas;Cuevas Labradas;Cuevas Labradas
6662;44;Ejulve;Ejulve;Ejulve
6663;44;Escorihuela;Escorihuela;Escorihuela
6664;44;Escucha;Escucha;Escucha
6665;44;Estercuel;Estercuel;Estercuel
6666;44;Ferreruela de Huerva;Ferreruela de Huerva;Ferreruela de Huerva
6667;44;Fonfría;Fonfría;Fonfría
6668;44;Formiche Alto;Formiche Alto;Formiche Alto
6669;44;Fórnoles;Fórnoles;Fórnoles
6670;44;Fortanete;Fortanete;Fortanete
6671;44;Foz-Calanda;Foz-Calanda;Foz-Calanda
6672;44;Fresneda;Fresneda;Fresneda
6673;44;Frías de Albarracín;Frías de Albarracín;Frías de Albarracín
6674;44;Fuenferrada;Fuenferrada;Fuenferrada
6675;44;Fuentes Calientes;Fuentes Calientes;Fuentes Calientes
6676;44;Fuentes Claras;Fuentes Claras;Fuentes Claras
6677;44;Fuentes de Rubielos;Fuentes de Rubielos;Fuentes de Rubielos
6678;44;Fuentespalda;Fuentespalda;Fuentespalda
6679;44;Galve;Galve;Galve
6680;44;Gargallo;Gargallo;Gargallo
6681;44;Gea de Albarracín;Gea de Albarracín;Gea de Albarracín
6682;44;Ginebrosa;Ginebrosa;Ginebrosa
6683;44;Griegos;Griegos;Griegos
6684;44;Guadalaviar;Guadalaviar;Guadalaviar
6685;44;Gúdar;Gúdar;Gúdar
6686;44;Híjar;Híjar;Híjar
6687;44;Hinojosa de Jarque;Hinojosa de Jarque;Hinojosa de Jarque
6688;44;Hoz de la Vieja;Hoz de la Vieja;Hoz de la Vieja
6689;44;Huesa del Común;Huesa del Común;Huesa del Común
6690;44;Iglesuela del Cid;Iglesuela del Cid;Iglesuela del Cid
6691;44;Jabaloyas;Jabaloyas;Jabaloyas
6692;44;Jarque de la Val;Jarque de la Val;Jarque de la Val
6693;44;Jatiel;Jatiel;Jatiel
6694;44;Jorcas;Jorcas;Jorcas
6695;44;Josa;Josa;Josa
6696;44;Lagueruela;Lagueruela;Lagueruela
6697;44;Lanzuela;Lanzuela;Lanzuela
6698;44;Libros;Libros;Libros
6699;44;Lidón;Lidón;Lidón
6700;44;Linares de Mora;Linares de Mora;Linares de Mora
6701;44;Lledó;Lledó;Lledó
6702;44;Loscos;Loscos;Loscos
6703;44;Maicas;Maicas;Maicas
6704;44;Manzanera;Manzanera;Manzanera
6705;44;Martín del Río;Martín del Río;Martín del Río
6706;44;Mas de las Matas;Mas de las Matas;Mas de las Matas
6707;44;Mata de los Olmos;Mata de los Olmos;Mata de los Olmos
6708;44;Mazaleón;Mazaleón;Mazaleón
6709;44;Mezquita de Jarque;Mezquita de Jarque;Mezquita de Jarque
6710;44;Mirambel;Mirambel;Mirambel
6711;44;Miravete de la Sierra;Miravete de la Sierra;Miravete de la Sierra
6712;44;Molinos;Molinos;Molinos
6713;44;Monforte de Moyuela;Monforte de Moyuela;Monforte de Moyuela
6714;44;Monreal del Campo;Monreal del Campo;Monreal del Campo
6715;44;Monroyo;Monroyo;Monroyo
6716;44;Montalbán;Montalbán;Montalbán
6717;44;Monteagudo del Castillo;Monteagudo del Castillo;Monteagudo del Castillo
6718;44;Monterde de Albarracín;Monterde de Albarracín;Monterde de Albarracín
6719;44;Mora de Rubielos;Mora de Rubielos;Mora de Rubielos
6720;44;Moscardón;Moscardón;Moscardón
6721;44;Mosqueruela;Mosqueruela;Mosqueruela
6722;44;Muniesa;Muniesa;Muniesa
6723;44;Noguera de Albarracín;Noguera de Albarracín;Noguera de Albarracín
6724;44;Nogueras;Nogueras;Nogueras
6725;44;Nogueruelas;Nogueruelas;Nogueruelas
6726;44;Obón;Obón;Obón
6727;44;Odón;Odón;Odón
6728;44;Ojos Negros;Ojos Negros;Ojos Negros
6729;44;Olba;Olba;Olba
6730;44;Oliete;Oliete;Oliete
6731;44;Olmos;Olmos;Olmos
6732;44;Orihuela del Tremedal;Orihuela del Tremedal;Orihuela del Tremedal
6733;44;Orrios;Orrios;Orrios
6734;44;Palomar de Arroyos;Palomar de Arroyos;Palomar de Arroyos
6735;44;Pancrudo;Pancrudo;Pancrudo
6736;44;Parras de Castellote;Parras de Castellote;Parras de Castellote
6737;44;Peñarroya de Tastavins;Peñarroya de Tastavins;Peñarroya de Tastavins
6738;44;Peracense;Peracense;Peracense
6739;44;Peralejos;Peralejos;Peralejos
6740;44;Perales del Alfambra;Perales del Alfambra;Perales del Alfambra
6741;44;Pitarque;Pitarque;Pitarque
6742;44;Plou;Plou;Plou
6743;44;Pobo;Pobo;Pobo
6744;44;Portellada;Portellada;Portellada
6745;44;Pozondón;Pozondón;Pozondón
6746;44;Pozuel del Campo;Pozuel del Campo;Pozuel del Campo
6747;44;Puebla de Híjar;Puebla de Híjar;Puebla de Híjar
6748;44;Puebla de Valverde;Puebla de Valverde;Puebla de Valverde
6749;44;Puertomingalvo;Puertomingalvo;Puertomingalvo
6750;44;Ráfales;Ráfales;Ráfales
6751;44;Rillo;Rillo;Rillo
6752;44;Riodeva;Riodeva;Riodeva
6753;44;Ródenas;Ródenas;Ródenas
6754;44;Royuela;Royuela;Royuela
6755;44;Rubiales;Rubiales;Rubiales
6756;44;Rubielos de la Cérida;Rubielos de la Cérida;Rubielos de la Cérida
6757;44;Rubielos de Mora;Rubielos de Mora;Rubielos de Mora
6758;44;Salcedillo;Salcedillo;Salcedillo
6759;44;Saldón;Saldón;Saldón
6760;44;Samper de Calanda;Samper de Calanda;Samper de Calanda
6761;44;San Agustín;San Agustín;San Agustín
6762;44;San Martín del Río;San Martín del Río;San Martín del Río
6763;44;Santa Cruz de Nogueras;Santa Cruz de Nogueras;Santa Cruz de Nogueras
6764;44;Santa Eulalia;Santa Eulalia;Santa Eulalia
6765;44;Sarrión;Sarrión;Sarrión
6766;44;Segura de los Baños;Segura de los Baños;Segura de los Baños
6767;44;Seno;Seno;Seno
6768;44;Singra;Singra;Singra
6769;44;Terriente;Terriente;Terriente
6770;44;Teruel;Teruel;Teruel
6771;44;Toril y Masegoso;Toril y Masegoso;Toril y Masegoso
6772;44;Tormón;Tormón;Tormón
6773;44;Tornos;Tornos;Tornos
6774;44;Torralba de los Sisones;Torralba de los Sisones;Torralba de los Sisones
6775;44;Torre de Arcas;Torre de Arcas;Torre de Arcas
6776;44;Torre de las Arcas;Torre de las Arcas;Torre de las Arcas
6777;44;Torre del Compte;Torre del Compte;Torre del Compte
6778;44;Torre los Negros;Torre los Negros;Torre los Negros
6779;44;Torrecilla de Alcañiz;Torrecilla de Alcañiz;Torrecilla de Alcañiz
6780;44;Torrecilla del Rebollar;Torrecilla del Rebollar;Torrecilla del Rebollar
6781;44;Torrelacárcel;Torrelacárcel;Torrelacárcel
6782;44;Torremocha de Jiloca;Torremocha de Jiloca;Torremocha de Jiloca
6783;44;Torres de Albarracín;Torres de Albarracín;Torres de Albarracín
6784;44;Torrevelilla;Torrevelilla;Torrevelilla
6785;44;Torrijas;Torrijas;Torrijas
6786;44;Torrijo del Campo;Torrijo del Campo;Torrijo del Campo
6787;44;Tramacastiel;Tramacastiel;Tramacastiel
6788;44;Tramacastilla;Tramacastilla;Tramacastilla
6789;44;Tronchon;Tronchon;Tronchon
6790;44;Urrea de Gaén;Urrea de Gaén;Urrea de Gaén
6791;44;Utrillas;Utrillas;Utrillas
6792;44;Valacloche;Valacloche;Valacloche
6793;44;Valbona;Valbona;Valbona
6794;44;Valdealgorfa;Valdealgorfa;Valdealgorfa
6795;44;Valdecuenca;Valdecuenca;Valdecuenca
6796;44;Valdelinares;Valdelinares;Valdelinares
6797;44;Valdeltormo;Valdeltormo;Valdeltormo
6798;44;Valderrobres;Valderrobres;Valderrobres
6799;44;Valjunquera;Valjunquera;Valjunquera
6800;44;Vallecillo;Vallecillo;Vallecillo
6801;44;Veguillas de la Sierra;Veguillas de la Sierra;Veguillas de la Sierra
6802;44;Villafranca del Campo;Villafranca del Campo;Villafranca del Campo
6803;44;Villahermosa del Campo;Villahermosa del Campo;Villahermosa del Campo
6804;44;Villanueva del Rebollar de la Sierra;Villanueva del Rebollar de la Sierra;Villanueva del Rebollar de la Sierra
6805;44;Villar del Cobo;Villar del Cobo;Villar del Cobo
6806;44;Villar del Salz;Villar del Salz;Villar del Salz
6807;44;Villarluengo;Villarluengo;Villarluengo
6808;44;Villarquemado;Villarquemado;Villarquemado
6809;44;Villarroya de los Pinares;Villarroya de los Pinares;Villarroya de los Pinares
6810;44;Villastar;Villastar;Villastar
6811;44;Villel;Villel;Villel
6812;44;Vinaceite;Vinaceite;Vinaceite
6813;44;Visiedo;Visiedo;Visiedo
6814;44;Vivel del Río Martín;Vivel del Río Martín;Vivel del Río Martín
6815;44;Zoma;Zoma;Zoma
6817;45;Ajofrín;Ajofrín;Ajofrín
6818;45;Alameda de la Sagra;Alameda de la Sagra;Alameda de la Sagra
6819;45;Albarreal de Tajo;Albarreal de Tajo;Albarreal de Tajo
6820;45;Alcabón;Alcabón;Alcabón
6821;45;Alcañizo;Alcañizo;Alcañizo
6822;45;Alcaudete de la Jara;Alcaudete de la Jara;Alcaudete de la Jara
6823;45;Alcolea de Tajo;Alcolea de Tajo;Alcolea de Tajo
6824;45;Aldea en Cabo;Aldea en Cabo;Aldea en Cabo
6825;45;Aldeanueva de Barbarroya;Aldeanueva de Barbarroya;Aldeanueva de Barbarroya
6826;45;Aldeanueva de San Bartolomé;Aldeanueva de San Bartolomé;Aldeanueva de San Bartolomé
6827;45;Almendral de la Cañada;Almendral de la Cañada;Almendral de la Cañada
6828;45;Almonacid de Toledo;Almonacid de Toledo;Almonacid de Toledo
6829;45;Almorox;Almorox;Almorox
6830;45;Añover de Tajo;Añover de Tajo;Añover de Tajo
6831;45;Arcicóllar;Arcicóllar;Arcicóllar
6832;45;Argés;Argés;Argés
6833;45;Azután;Azután;Azután
6834;45;Barcience;Barcience;Barcience
6835;45;Bargas;Bargas;Bargas
6836;45;Belvís de la Jara;Belvís de la Jara;Belvís de la Jara
6837;45;Borox;Borox;Borox
6838;45;Buenaventura;Buenaventura;Buenaventura
6839;45;Burguillos de Toledo;Burguillos de Toledo;Burguillos de Toledo
6840;45;Burujón;Burujón;Burujón
6841;45;Cabañas de la Sagra;Cabañas de la Sagra;Cabañas de la Sagra
6842;45;Cabañas de Yepes;Cabañas de Yepes;Cabañas de Yepes
6843;45;Cabezamesada;Cabezamesada;Cabezamesada
6844;45;Calera y Chozas;Calera y Chozas;Calera y Chozas
6845;45;Caleruela;Caleruela;Caleruela
6846;45;Calzada de Oropesa;Calzada de Oropesa;Calzada de Oropesa
6847;45;Camarena;Camarena;Camarena
6848;45;Camarenilla;Camarenilla;Camarenilla
6849;45;Campillo de la Jara;Campillo de la Jara;Campillo de la Jara
6850;45;Camuñas;Camuñas;Camuñas
6851;45;Cardiel de los Montes;Cardiel de los Montes;Cardiel de los Montes
6852;45;Carmena;Carmena;Carmena
6853;45;Carpio de Tajo;Carpio de Tajo;Carpio de Tajo
6854;45;Carranque;Carranque;Carranque
6855;45;Carriches;Carriches;Carriches
6856;45;Casar de Escalona;Casar de Escalona;Casar de Escalona
6857;45;Casarrubios del Monte;Casarrubios del Monte;Casarrubios del Monte
6858;45;Casasbuenas;Casasbuenas;Casasbuenas
6859;45;Castillo de Bayuela;Castillo de Bayuela;Castillo de Bayuela
6860;45;Cazalegas;Cazalegas;Cazalegas
6861;45;Cebolla;Cebolla;Cebolla
6862;45;Cedillo del Condado;Cedillo del Condado;Cedillo del Condado
6863;45;Cerralbos;Cerralbos;Cerralbos
6864;45;Cervera de los Montes;Cervera de los Montes;Cervera de los Montes
6865;45;Chozas de Canales;Chozas de Canales;Chozas de Canales
6866;45;Chueca;Chueca;Chueca
6867;45;Ciruelos;Ciruelos;Ciruelos
6868;45;Cobeja;Cobeja;Cobeja
6869;45;Cobisa;Cobisa;Cobisa
6870;45;Consuegra;Consuegra;Consuegra
6871;45;Corral de Almaguer;Corral de Almaguer;Corral de Almaguer
6872;45;Cuerva;Cuerva;Cuerva
6873;45;Domingo Pérez;Domingo Pérez;Domingo Pérez
6874;45;Dosbarrios;Dosbarrios;Dosbarrios
6875;45;Erustes;Erustes;Erustes
6876;45;Escalona;Escalona;Escalona
6877;45;Escalonilla;Escalonilla;Escalonilla
6878;45;Espinoso del Rey;Espinoso del Rey;Espinoso del Rey
6879;45;Esquivias;Esquivias;Esquivias
6880;45;Estrella;Estrella;Estrella
6881;45;Fuensalida;Fuensalida;Fuensalida
6882;45;Gálvez;Gálvez;Gálvez
6883;45;Garciotum;Garciotum;Garciotum
6884;45;Gerindote;Gerindote;Gerindote
6885;45;Guadamur;Guadamur;Guadamur
6886;45;Guardia;Guardia;Guardia
6887;45;Herencias;Herencias;Herencias
6888;45;Herreruela de Oropesa;Herreruela de Oropesa;Herreruela de Oropesa
6889;45;Hinojosa de San Vicente;Hinojosa de San Vicente;Hinojosa de San Vicente
6890;45;Hontanar;Hontanar;Hontanar
6891;45;Hormigos;Hormigos;Hormigos
6892;45;Huecas;Huecas;Huecas
6893;45;Huerta de Valdecarábanos;Huerta de Valdecarábanos;Huerta de Valdecarábanos
6894;45;Iglesuela;Iglesuela;Iglesuela
6895;45;Illán de Vacas;Illán de Vacas;Illán de Vacas
6896;45;Illescas;Illescas;Illescas
6897;45;Lagartera;Lagartera;Lagartera
6898;45;Layos;Layos;Layos
6899;45;Lillo;Lillo;Lillo
6900;45;Lominchar;Lominchar;Lominchar
6901;45;Lucillos;Lucillos;Lucillos
6902;45;Madridejos;Madridejos;Madridejos
6903;45;Magán;Magán;Magán
6904;45;Malpica de Tajo;Malpica de Tajo;Malpica de Tajo
6905;45;Manzaneque;Manzaneque;Manzaneque
6906;45;Maqueda;Maqueda;Maqueda
6907;45;Marjaliza;Marjaliza;Marjaliza
6908;45;Marrupe;Marrupe;Marrupe
6909;45;Mascaraque;Mascaraque;Mascaraque
6910;45;Mata;Mata;Mata
6911;45;Mazarambroz;Mazarambroz;Mazarambroz
6912;45;Mejorada;Mejorada;Mejorada
6913;45;Menasalbas;Menasalbas;Menasalbas
6914;45;Méntrida;Méntrida;Méntrida
6915;45;Mesegar de Tajo;Mesegar de Tajo;Mesegar de Tajo
6916;45;Miguel Esteban;Miguel Esteban;Miguel Esteban
6917;45;Mocejón;Mocejón;Mocejón
6918;45;Mohedas de la Jara;Mohedas de la Jara;Mohedas de la Jara
6919;45;Montearagón;Montearagón;Montearagón
6920;45;Montesclaros;Montesclaros;Montesclaros
6921;45;Mora;Mora;Mora
6922;45;Nambroca;Nambroca;Nambroca
6923;45;Nava de Ricomalillo;Nava de Ricomalillo;Nava de Ricomalillo
6924;45;Navahermosa;Navahermosa;Navahermosa
6925;45;Navalcán;Navalcán;Navalcán
6926;45;Navalmoralejo;Navalmoralejo;Navalmoralejo
6927;45;Navalmorales;Navalmorales;Navalmorales
6928;45;Navalucillos;Navalucillos;Navalucillos
6929;45;Navamorcuende;Navamorcuende;Navamorcuende
6930;45;Noblejas;Noblejas;Noblejas
6931;45;Noez;Noez;Noez
6932;45;Nombela;Nombela;Nombela
6933;45;Novés;Novés;Novés
6934;45;Numancia de la Sagra;Numancia de la Sagra;Numancia de la Sagra
6935;45;Nuño Gómez;Nuño Gómez;Nuño Gómez
6936;45;Ocaña;Ocaña;Ocaña
6937;45;Olías del Rey;Olías del Rey;Olías del Rey
6938;45;Ontígola;Ontígola;Ontígola
6939;45;Orgaz;Orgaz;Orgaz
6940;45;Oropesa;Oropesa;Oropesa
6941;45;Otero;Otero;Otero
6942;45;Palomeque;Palomeque;Palomeque
6943;45;Pantoja;Pantoja;Pantoja
6944;45;Paredes de Escalona;Paredes de Escalona;Paredes de Escalona
6945;45;Parrillas;Parrillas;Parrillas
6946;45;Pelahustán;Pelahustán;Pelahustán
6947;45;Pepino;Pepino;Pepino
6948;45;Polán;Polán;Polán
6949;45;Portillo de Toledo;Portillo de Toledo;Portillo de Toledo
6950;45;Puebla de Almoradiel;Puebla de Almoradiel;Puebla de Almoradiel
6951;45;Puebla de Montalbán;Puebla de Montalbán;Puebla de Montalbán
6952;45;Pueblanueva;Pueblanueva;Pueblanueva
6953;45;Puente del Arzobispo;Puente del Arzobispo;Puente del Arzobispo
6954;45;Puerto de San Vicente;Puerto de San Vicente;Puerto de San Vicente
6955;45;Pulgar;Pulgar;Pulgar
6956;45;Quero;Quero;Quero
6957;45;Quintanar de la Orden;Quintanar de la Orden;Quintanar de la Orden
6958;45;Quismondo;Quismondo;Quismondo
6959;45;Real de San Vicente;Real de San Vicente;Real de San Vicente
6960;45;Recas;Recas;Recas
6961;45;Retamoso de la Jara;Retamoso de la Jara;Retamoso de la Jara
6962;45;Rielves;Rielves;Rielves
6963;45;Robledo del Mazo;Robledo del Mazo;Robledo del Mazo
6964;45;Romeral;Romeral;Romeral
6965;45;San Bartoloméde las Abiertas;San Bartoloméde las Abiertas;San Bartoloméde las Abiertas
6966;45;San Martín de Montalbán;San Martín de Montalbán;San Martín de Montalbán
6967;45;San Martín de Pusa;San Martín de Pusa;San Martín de Pusa
6968;45;San Pablo de los Montes;San Pablo de los Montes;San Pablo de los Montes
6969;45;San Román de los Montes;San Román de los Montes;San Román de los Montes
6970;45;Santa Ana de Pusa;Santa Ana de Pusa;Santa Ana de Pusa
6971;45;Santa Cruz de la Zarza;Santa Cruz de la Zarza;Santa Cruz de la Zarza
6972;45;Santa Cruz del Retamar;Santa Cruz del Retamar;Santa Cruz del Retamar
6973;45;Santa Olalla;Santa Olalla;Santa Olalla
6974;45;Santo Domingo-Caudilla;Santo Domingo-Caudilla;Santo Domingo-Caudilla
6975;45;Sartajada;Sartajada;Sartajada
6976;45;Segurilla;Segurilla;Segurilla
6977;45;Seseña;Seseña;Seseña
6978;45;Sevilleja de la Jara;Sevilleja de la Jara;Sevilleja de la Jara
6979;45;Sonseca;Sonseca;Sonseca
6980;45;Sotillo de las Palomas;Sotillo de las Palomas;Sotillo de las Palomas
6981;45;Talavera de la Reina;Talavera de la Reina;Talavera de la Reina
6982;45;Tembleque;Tembleque;Tembleque
6983;45;Toboso;Toboso;Toboso
6984;45;Toledo;Toledo;Toledo
6985;45;Torralba de Oropesa;Torralba de Oropesa;Torralba de Oropesa
6986;45;Torre de Esteban Hambrán;Torre de Esteban Hambrán;Torre de Esteban Hambrán
6987;45;Torrecilla de la Jara;Torrecilla de la Jara;Torrecilla de la Jara
6988;45;Torrico;Torrico;Torrico
6989;45;Torrijos;Torrijos;Torrijos
6990;45;Totanés;Totanés;Totanés
6991;45;Turleque;Turleque;Turleque
6992;45;Ugena;Ugena;Ugena
6993;45;Urda;Urda;Urda
6994;45;Valdeverdeja;Valdeverdeja;Valdeverdeja
6995;45;Valmojado;Valmojado;Valmojado
6996;45;Velada;Velada;Velada
6997;45;Ventas con Peña Aguilera;Ventas con Peña Aguilera;Ventas con Peña Aguilera
6998;45;Ventas de Retamosa;Ventas de Retamosa;Ventas de Retamosa
6999;45;Ventas de San Julián;Ventas de San Julián;Ventas de San Julián
7000;45;Villa de Don Fadrique;Villa de Don Fadrique;Villa de Don Fadrique
7001;45;Villacañas;Villacañas;Villacañas
7002;45;Villafranca de los Caballeros;Villafranca de los Caballeros;Villafranca de los Caballeros
7003;45;Villaluenga de la Sagra;Villaluenga de la Sagra;Villaluenga de la Sagra
7004;45;Villamiel de Toledo;Villamiel de Toledo;Villamiel de Toledo
7005;45;Villaminaya;Villaminaya;Villaminaya
7006;45;Villamuelas;Villamuelas;Villamuelas
7007;45;Villanueva de Alcardete;Villanueva de Alcardete;Villanueva de Alcardete
7008;45;Villanueva de Bogas;Villanueva de Bogas;Villanueva de Bogas
7009;45;Villarejo de Montalbán;Villarejo de Montalbán;Villarejo de Montalbán
7010;45;Villarrubia de Santiago;Villarrubia de Santiago;Villarrubia de Santiago
7011;45;Villaseca de la Sagra;Villaseca de la Sagra;Villaseca de la Sagra
